web-scraper-order,web-scraper-start-url,Data002,Data002-href,Noms,Prix,Adresse,Image-src
"1739061744-405","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3316286","Femelle ladoum","750 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3571469_uploaded_image1_1645100060.jpg"
"1739061746-406","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3332059","Mouton femelle Ladoum","350 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_3332059_uploaded_image1_1631529827.jpg"
"1739061749-407","https://sn.coinafrique.com/categorie/moutons?page=6","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3340347","Moutons","350 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739061751-408","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3360589","Mouton ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739061753-409","https://sn.coinafrique.com/categorie/moutons?page=6","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3360594","Ladoum","225 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739061756-410","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3378597","Mouton ladoum","550 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1739061758-411","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3384593","Mouton Ladoum","900 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061761-412","https://sn.coinafrique.com/categorie/moutons?page=6","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3392497","Femelle Ladoum","Prix sur demande","Parcelle Assainies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4143070_uploaded_image1_1679409169.jpg"
"1739061763-413","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton mâle ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-male-ladoum-3409172","Mouton mâle ladoum","1 200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3940256_uploaded_image1_1667000061.jpg"
"1739061766-414","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3414402","Mouton ladoum","700 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1739061768-415","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417843","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1739061771-416","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3417856","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1739061773-417","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3421875","Mouton Ladoum","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1739061776-418","https://sn.coinafrique.com/categorie/moutons?page=6","Couple mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-mouton-ladoum-3422330","Couple mouton Ladoum","1 300 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_3422330_uploaded_image1_1636107210.jpg"
"1739061778-419","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton  ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3424687","Mouton  ladoum","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1739061781-420","https://sn.coinafrique.com/categorie/moutons?page=6","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3429263","Mouton Ladoum","250 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4290166_uploaded_image1_1689087261.jpg"
"1739061788-421","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3429271","Mouton femelle Ladoum","150 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4286897_uploaded_image1_1688846757.jpg"
"1739061791-422","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum Pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-pur-sang-3434097","Mouton Ladoum Pur sang","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3434097_uploaded_image1_1636701530.jpg"
"1739061793-423","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3442590","Mouton Ladoum","Prix sur demande","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5069347_uploaded_image1_1733004132.jpg"
"1739061796-424","https://sn.coinafrique.com/categorie/moutons?page=5","Couple Ladoum","https://sn.coinafrique.com/annonce/moutons/couple-ladoum-3445236","Couple Ladoum","1 700 000 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3445236_uploaded_image1_1637317352.jpg"
"1739061798-425","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3446605","Mouton","300 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061800-426","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3448101","Mouton ladoum","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_3451581_uploaded_image1_1637700430.jpg"
"1739061803-427","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448105","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739061805-428","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3448107","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739061808-429","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3451581","Mouton","Prix sur demande","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4787368_uploaded_image1_1717940799.jpg"
"1739061810-430","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3454225","Mouton Ladoum","350 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061813-431","https://sn.coinafrique.com/categorie/moutons?page=5","Agneau","https://sn.coinafrique.com/annonce/moutons/agneau-3454236","Agneau","100 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_3454236_uploaded_image1_1637855237.jpg"
"1739061815-432","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3454257","Mouton","250 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061818-433","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456563","Moutons","50 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061820-434","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3456566","Moutons","300 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061823-435","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3480516","Moutons","100 000 CFA","Medina, Dakar, Sénégal","https://images.coinafrique.com/thumb_4261058_uploaded_image2_1687100799.jpeg"
"1739061825-436","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-3486760","Mouton Azawate","350 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_3486760_uploaded_image1_1639660650.jpg"
"1739061828-437","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3496815","Moutons","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061831-438","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawate pur sang","https://sn.coinafrique.com/annonce/moutons/mouton-azawate-pur-sang-3503706","Mouton Azawate pur sang","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3503706_uploaded_image1_1640971116.jpg"
"1739061833-439","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3515632","Moutons","150 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739061836-440","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3525532","Moutons","400 000 CFA","Louga, Sénégal","https://images.coinafrique.com/thumb_4264167_uploaded_image1_1687307074.jpg"
"1739061838-441","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3526953","Femelle Ladoum","300 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061841-442","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3527221","Mouton ladoum","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061844-443","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoume","https://sn.coinafrique.com/annonce/moutons/mouton-ladoume-3537709","Mouton ladoume","Prix sur demande","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4931367_uploaded_image1_1725633697.jpg"
"1739061846-444","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-geniteur-ladoum-3543117","Mouton Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543117_uploaded_image1_1643390803.jpg"
"1739061848-445","https://sn.coinafrique.com/categorie/moutons?page=5","Géniteur Ladoum","https://sn.coinafrique.com/annonce/moutons/geniteur-ladoum-3543142","Géniteur Ladoum","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4948067_uploaded_image1_1726569636.jpg"
"1739061851-446","https://sn.coinafrique.com/categorie/moutons?page=5","Femmelle métisse Ladoum","https://sn.coinafrique.com/annonce/moutons/femmelle-metisse-ladoum-3543145","Femmelle métisse Ladoum","100 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3543145_uploaded_image1_1643391739.jpg"
"1739061854-447","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3552558","Moutons","400 000 CFA","Sacré-Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4761802_uploaded_image1_1716641179.jpg"
"1739061856-448","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3560816","Mouton femelle Ladoum","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3560816_uploaded_image1_1644418375.jpg"
"1739061859-449","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3566393","Mouton femelle Ladoum","300 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739061861-450","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-femelle-ladoum-3571469","Mouton femelle Ladoum","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_3571469_uploaded_image1_1645100060.jpg"
"1739061863-451","https://sn.coinafrique.com/categorie/moutons?page=5","Femelles ladoum pur sang","https://sn.coinafrique.com/annonce/moutons/femelles-ladoum-pur-sang-3584679","Femelles ladoum pur sang","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3584679_uploaded_image1_1645966157.jpg"
"1739061866-452","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3585311","Femelle Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1739061868-453","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton mâle","https://sn.coinafrique.com/annonce/moutons/mouton-male-3586498","Mouton mâle","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4969219_uploaded_image1_1727728556.jpg"
"1739061871-454","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3587538","Mouton Ladoum","600 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061873-455","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton mâle","https://sn.coinafrique.com/annonce/moutons/mouton-male-3596103","Mouton mâle","850 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5068703_uploaded_image2_1732969442.jpeg"
"1739061876-456","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3603572","Mouton Ladoum","250 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739061878-457","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3607678","Moutons","110 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_4465409_uploaded_image1_1700496107.jpg"
"1739061881-458","https://sn.coinafrique.com/categorie/moutons?page=5","Agnelle","https://sn.coinafrique.com/annonce/moutons/agnelle-3609506","Agnelle","Prix sur demande","Touba, Sénégal","https://images.coinafrique.com/thumb_3609506_uploaded_image1_1647347025.jpg"
"1739061883-459","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3609797","Mouton Ladoum","500 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5081184_uploaded_image1_1733597466.jpg"
"1739061886-460","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3611614","Mouton","Prix sur demande","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_3732517_uploaded_image1_1654690342.jpg"
"1739061888-461","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle Ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3612042","Femelle Ladoum","700 000 CFA","Guédiawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3773634_uploaded_image1_1657045364.jpg"
"1739061891-462","https://sn.coinafrique.com/categorie/moutons?page=5","Agneaux Ladoum","https://sn.coinafrique.com/annonce/moutons/agneaux-ladoum-3612958","Agneaux Ladoum","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3612958_uploaded_image1_1647531611.jpg"
"1739061893-463","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3639060","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739061896-464","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Kharr Yarr","https://sn.coinafrique.com/annonce/moutons/mouton-kharr-yarr-3644252","Mouton Kharr Yarr","58 000 CFA","Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_3644252_uploaded_image1_1649404728.jpg"
"1739061898-465","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle azawatte pur sang - agneau ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-azawatte-pur-sang-agneau-ladoum-3646261","Femelle azawatte pur sang - agneau ladoum","300 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3646261_uploaded_image1_1649515763.jpg"
"1739061901-466","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3651908","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1739061903-467","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3652312","Mouton","280 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061906-468","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3652330","Mouton Ladoum","800 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061908-469","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3653521","Mouton","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4258464_uploaded_image1_1686868865.jpg"
"1739061911-470","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton azawatte + agneau","https://sn.coinafrique.com/annonce/moutons/mouton-azawatte-agneau-3656187","Mouton azawatte + agneau","300 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_3656187_uploaded_image1_1650082241.jpg"
"1739061913-471","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3657180","Mouton Ladoum","500 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739061916-472","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3660872","Mouton","300 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739061918-473","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3667710","Mouton Azawat","500 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4715180_uploaded_image1_1714322575.jpg"
"1739061921-474","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3668212","Mouton","70 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5159269_uploaded_image1_1738163617.jpg"
"1739061923-475","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3672395","Mouton","500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061926-476","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3679572","Ladoum","800 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4384585_uploaded_image1_1695244150.jpg"
"1739061928-477","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3684289","Mouton","800 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4791149_uploaded_image1_1718136046.jpg"
"1739061931-478","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle gastante + brebis","https://sn.coinafrique.com/annonce/moutons/femelle-gastante-brebis-3684621","Femelle gastante + brebis","800 CFA","Touba, Sénégal","https://images.coinafrique.com/thumb_3684621_uploaded_image1_1651869421.jpg"
"1739061933-479","https://sn.coinafrique.com/categorie/moutons?page=5","Ladoum","https://sn.coinafrique.com/annonce/moutons/ladoum-3686702","Ladoum","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1739061936-480","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3695055","Mouton Ladoum","1 500 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114763_uploaded_image1_1735745896.jpg"
"1739061938-481","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3695058","Femelle ladoum","1 000 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3695058_uploaded_image2_1652473213.jpeg"
"1739061941-482","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladum","https://sn.coinafrique.com/annonce/moutons/femelle-ladum-3695634","Femelle ladum","175 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_3695634_uploaded_image1_1652525152.jpg"
"1739061943-483","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3697040","Mouton Ladoum","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
"1739061946-484","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704136","Mouton","300 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061948-485","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704138","Mouton","375 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061951-486","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3704976","Mouton","325 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4773721_uploaded_image1_1717238496.jpg"
"1739061953-487","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705034","Mouton","180 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3705038_uploaded_image1_1653088289.jpg"
"1739061955-488","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705038","Mouton","160 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_3705038_uploaded_image1_1653088289.jpg"
"1739061958-489","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons tabaski","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-3705347","Moutons tabaski","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4272920_uploaded_image1_1687908925.jpg"
"1739061960-490","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3705520","Mouton Ladoum","600 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3705520_uploaded_image1_1653135164.jpg"
"1739061963-491","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3705954","Mouton","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739061965-492","https://sn.coinafrique.com/categorie/moutons?page=5","Moutons","https://sn.coinafrique.com/annonce/moutons/moutons-3706613","Moutons","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4708924_uploaded_image1_1713971615.jpg"
"1739061967-493","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3707762","Mouton","600 000 CFA","Kaolack, Sénégal","https://images.coinafrique.com/thumb_3754057_uploaded_image1_1655926556.jpg"
"1739061970-494","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton","https://sn.coinafrique.com/annonce/moutons/mouton-3709012","Mouton","350 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4969224_uploaded_image1_1727728741.jpg"
"1739061973-495","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawat","https://sn.coinafrique.com/annonce/moutons/mouton-azawat-3709200","Mouton Azawat","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_3721884_uploaded_image1_1654116831.jpg"
"1739061975-496","https://sn.coinafrique.com/categorie/moutons?page=5","Femelle ladoum","https://sn.coinafrique.com/annonce/moutons/femelle-ladoum-3711943","Femelle ladoum","450 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3711943_uploaded_image1_1653513923.jpg"
"1739061978-497","https://sn.coinafrique.com/categorie/moutons?page=5","Mâle Ladoum","https://sn.coinafrique.com/annonce/moutons/male-ladoum-3711949","Mâle Ladoum","575 000 CFA","Pikine, Sénégal","https://images.coinafrique.com/thumb_3940256_uploaded_image1_1667000061.jpg"
"1739061980-498","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton Azawad","https://sn.coinafrique.com/annonce/moutons/mouton-azawad-3713044","Mouton Azawad","230 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_3713044_uploaded_image1_1653584135.jpg"
"1739061982-499","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714745","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739061985-500","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3714750","Mouton ladoum","850 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4905476_uploaded_image1_1724281103.jpg"
"1739061987-501","https://sn.coinafrique.com/categorie/moutons?page=5","Mouton ladoum","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-3716131","Mouton ladoum","350 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4061084_uploaded_image1_1674422780.jpg"
