web-scraper-order,web-scraper-start-url,Data003,Data003-href,Details,Prix,Adresse,Image-src
"1739233878-680","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4623025","Je vends des pigeon de race boulant et king et texan et d'autres prix très agréable fait vous vite","100 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4623025_uploaded_image1_1709471989.jpg"
"1739233881-681","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4624891","","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739233883-682","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon King","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-king-4624920","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4704120_uploaded_image1_1713750109.jpg"
"1739233886-683","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Pigeon Boulant","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-4624925","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739233889-684","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahma-4644724","Brahma à vendre en urgence. Urgence. Envoyez un message sur Whatsapp si vous êtes intéressés svp svp.","25 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4936101_uploaded_image1_1725915391.jpg"
"1739233891-685","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=2","Couple  Brahma Herminé standard","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-brahma-hermine-standard-4650066","","80 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4650066_uploaded_image1_1710871182.jpg"
"1739233898-686","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs à couver","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-a-couver-4651892","Vente d'œufs bleus hollandais à couver
en gros  et par tablette","12 500 CFA","Mbao, Dakar, Sénégal",""
"1739233900-687","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-mondain-4653298","Salam les amis éleveurs je mets à votre disposition de jolis couples mondains jeunes et adulte standard issu d'une production de souches importées allant du bleu à lopal .veuillez me confiez vos désirs je saurais les satisfaires inshaa allah!","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1739233903-688","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-texan-4653331","Salut
je vends de jolis couple de pigeon de la race texan","80 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4653331_uploaded_image1_1711039616.jpg"
"1739233906-689","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-4662585","Salam la famille ,
aujourd'hui je vous présente mes pigeons de chairs issus de plusieurs années de sélections 
les critères recherchés étaient : une masse pondérale assez importante, de bon parents, une croissance rapide , et une bonne résistance au maladie.
après un travail de longue date je vous propose des sujets prêtent pour vos projets de production de viande de pigeon bio de qualité mais aussi de bon nourriciers au cas où vous possédez d'autres races. veuillez bien me contacter pour plus dinfo merci!","50 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_5085521_uploaded_image1_1733851166.jpg"
"1739233908-690","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-4662603","Salam la famille je suis ici pour vous proposez de jolis couples de voyageurs compétiteurs et de couleurs , adultes et jeunes","10 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4662603_uploaded_image1_1711547811.jpg"
"1739233911-691","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain Andalou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-andalou-4664895","Pigeon mondain bleu andalou","300 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664895_uploaded_image1_1711663431.jpg"
"1739233913-692","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon voyageur à manteau","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-a-manteau-4664901","Pigeons voyageurs a manteau","Prix sur demande","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4664901_uploaded_image1_1711663618.jpg"
"1739233916-693","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Femelle andalou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/femelle-andalou-4667144","Femelle andalou disponible année 2023","250 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4667144_uploaded_image1_1711815313.jpg"
"1739233918-694","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4667518","","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4667518_uploaded_image1_1711842967.jpg"
"1739233921-695","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mondain écailler","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-mondain-ecailler-4685152","Salut couple mondain écailler noir disponible année 2024 sur la bague","170 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4685152_uploaded_image1_1712756876.jpg"
"1739233923-696","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple Pigeons voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeons-voyageur-4690857","","15 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4690857_uploaded_image1_1713063525.jpg"
"1739233926-697","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeon Mâle voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-male-voyageur-4690859","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_2561021_uploaded_image1_1597934615.jpg"
"1739233928-698","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-4703012","","13 500 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4703012_uploaded_image1_1713680804.jpg"
"1739233931-699","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons King mâle","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-king-male-4704120","","35 000 CFA","Dakar, Sénégal",""
"1739233934-700","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapin Angora","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-angora-4714367","Bonjour je vend une paire de lapin angora pure sang a un prix tres abordable","20 000 CFA","Mamelles, Dakar, Sénégal","https://images.coinafrique.com/thumb_4714367_uploaded_image1_1714245668.jpg"
"1739233936-701","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet Nègre de soie","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-negre-de-soie-4723223","Nègre de soie unité 35.000","35 000 CFA","Almadies, Dakar, Sénégal","https://images.coinafrique.com/thumb_4723223_uploaded_image1_1714727157.jpg"
"1739233939-702","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Volaille","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/volaille-4724548","Nous proposons des pigeons de race soigneusement élevés et en excellente santé. chaque paire de pigeons est sélectionnée avec soin pour garantir des caractéristiques de race authentiques et une bonne condition physique. nos pigeons sont nourris avec une alimentation de qualité supérieure et bénéficient d’un environnement propre et spacieux.le prix est disponible sur demande. si vous êtes intéressé(e), n’hésitez pas à nous contacter pour obtenir plus d’informations sur les tarifs.","Prix sur demande","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4724548_uploaded_image1_1714767368.jpg"
"1739233942-703","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons voyageurs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageurs-4729764","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4920745_uploaded_image1_1725167512.jpg"
"1739233945-704","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-4738369","Je vends des brahman orpington, métisse brahmane,-bleue hollandaise","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4738369_uploaded_image1_1715444473.jpg"
"1739233948-705","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-de-chair-4696598","Délectez-vous de la qualité supérieure avec notre sélection de poulets de chair premium. élevés avec soin et nourris de manière naturelle, nos poulets offrent une tendresse inégalée et une saveur exquise à chaque bouchée. que ce soit pour un repas en famille ou une soirée entre amis, nos poulets sont la garantie d'un festin mémorable. savourez l'excellence à chaque plat et découvrez une nouvelle dimension de plaisir culinaire. commandez dès maintenant et faites l'expérience du goût authentique à son meilleur !","1 500 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4696598_uploaded_image1_1713352074.jpg"
"1739233951-706","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Couple lapereau fauve de bourgogne","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-lapereau-fauve-de-bourgogne-4751808","Couple lapereau fauve de bourgogne","40 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4751808_uploaded_image1_1716133783.jpg"
"1739233954-707","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-4767951","Produit de bon qualité","2 500 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4767951_uploaded_image1_1716976720.jpg"
"1739233957-708","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet race","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-race-4787594","À la recherche des meilleures poules de race(herminé,cochin bleu,) au sénégal ? ???? découvrez nos poules exceptionnelles, connues pour leur haute production d'œufs et leur résistance aux maladies. ???? ???? profitez de 10% de réduction avec le code promopoules10 sur votre première commande ! ???? contactez-nous dès maintenant","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4787594_uploaded_image1_1717954434.jpg"
"1739233960-709","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Texan pionnier","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/texan-pionnier-4800306","jeûne couple texan pionnier dispo","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4800306_uploaded_image1_1718745517.jpg"
"1739233962-710","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune couple Mondain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-couple-mondain-4800310","jeune couple mondain noir dispo","Prix sur demande","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5121788_uploaded_image1_1736179154.jpg"
"1739233965-711","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poule Brahma","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-brahma-4807398","je vends des brahma de lignèes pures adulte et jeuné disponible stock limité contactez moi sur whatsapp","95 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4807398_uploaded_image1_1719187421.jpg"
"1739233967-712","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet du pays","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-du-pays-4807968","","3 500 CFA","Saint Louis, Sénégal","https://images.coinafrique.com/thumb_4807968_uploaded_image1_1719229010.jpg"
"1739233970-713","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune mâle hermine","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-male-hermine-4810642","jeune mâle hermine disponible","60 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1739233973-714","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poulet frisées","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-frisees-4816360","Ce sont des poulets de très bonne qualité et résistantes mais aussi  on a des poussins","15 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4816360_uploaded_image1_1719645541.jpg"
"1739233975-715","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Pigeons voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-voyageur-4816363","Ce sont de beaux couples de pigeons","7 000 CFA","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_4816363_uploaded_image1_1719645676.jpg"
"1739233978-716","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Hermines et cochins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/hermines-et-cochins-4817873","Vente flash trois hermines femelles et deux cochins males","500 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4817873_uploaded_image1_1719747122.jpg"
"1739233980-717","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Cochin porteur caillouté paire","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-porteur-cailloute-paire-4818681","Disponible a keur mbaye fall","120 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4818681_uploaded_image1_1719796046.jpg"
"1739233983-718","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Mâle brahman Hierminés","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/male-brahman-hiermines-4824501","Mâle de 5 mois disponible brahman hierminés standard nouveau source","Prix sur demande","Dakar, Sénégal",""
"1739233985-719","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Poussin Herminé standard","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-hermine-standard-4824502","","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5179009_uploaded_image1_1739192841.jpg"
"1739233988-720","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Lapereaux métisse Géant et Californien","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapereaux-metisse-geant-et-californien-4829597","Lapereaux métisse géant et californien 3 mois disposition a diamaguene dakar paire 15000f. unité 8000f intéressé contactez","15 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4829597_uploaded_image1_1720290196.jpg"
"1739233990-721","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Œufs fertiles et poussins de goliath","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/ufs-fertiles-et-poussins-de-goliath-4836511","Œufs frais  fertiles et poussins de goliath disponible, par tablette de 30 œufs","15 000 CFA","Fass, Dakar, Sénégal",""
"1739233993-722","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=1","Jeune Mondain 2024","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeune-mondain-2024-4840128","Des jeunes mondains indigo/écaillé noir","150 000 CFA","Thiaroye, Sénégal","https://images.coinafrique.com/thumb_4840128_uploaded_image1_1720797760.jpg"
